,Pred_spent,Pred_prob,customer_id,recency,fequency,price_sum,price_mean,spent_90_days,spent_90_flag
6761,0.89823455,0.21868135,6762,-423.0,2,41.099999999999994,20.549999999999997,0.0,0.0
6762,7.66025,0.40152174,6763,-11.0,3,78.58,26.19333333333333,0.0,0.0
6763,15.484749,0.5556332,6764,-72.0,9,212.16,23.573333333333334,0.0,0.0
6764,8.341755,0.35091507,6765,-77.0,5,113.68,22.736,0.0,0.0
6765,0.801216,0.20044775,6766,-430.0,1,23.99,23.99,0.0,0.0
6766,4.8084826,0.31536257,6767,-145.0,4,51.59,12.8975,0.0,0.0
6767,0.76148176,0.20044775,6768,-430.0,1,13.97,13.97,0.0,0.0
6768,3.7777054,0.33691835,6769,-172.0,3,65.78,21.926666666666666,33.49,1.0
6769,3.2567253,0.2838588,6770,-256.0,2,25.740000000000002,12.870000000000001,36.97,1.0
6770,0.801216,0.20044775,6771,-430.0,1,33.27,33.27,0.0,0.0
6771,0.801216,0.20044775,6772,-430.0,1,22.97,22.97,0.0,0.0
6772,0.76148176,0.20044775,6773,-430.0,1,11.77,11.77,0.0,0.0
6773,0.76148176,0.20044775,6774,-430.0,1,11.77,11.77,0.0,0.0
6774,0.76148176,0.20044775,6775,-430.0,1,15.36,15.36,0.0,0.0
6775,0.76148176,0.20044775,6776,-428.0,1,13.58,13.58,0.0,0.0
6776,12.162274,0.51148516,6777,-12.0,6,130.16,21.69333333333333,0.0,0.0
6777,0.801216,0.20044775,6778,-416.0,1,27.94,27.94,0.0,0.0
6778,0.76148176,0.20044775,6779,-430.0,1,14.99,14.99,0.0,0.0
6779,1.830725,0.21830902,6780,-415.0,2,171.91,85.955,0.0,0.0
6780,0.76148176,0.20044775,6781,-430.0,1,15.36,15.36,0.0,0.0
6781,4.5323267,0.27452675,6782,-185.0,4,78.89,19.7225,0.0,0.0
6782,11.33349,0.35597494,6783,-155.0,9,345.23,38.35888888888889,0.0,0.0
6783,0.84974086,0.20044775,6784,-430.0,1,42.49,42.49,0.0,0.0
6784,0.801216,0.20044775,6785,-430.0,1,37.51,37.51,0.0,0.0
6785,3.2830076,0.27455127,6786,-196.0,2,55.14,27.57,0.0,0.0
6786,0.84974086,0.20044775,6787,-430.0,1,45.13,45.13,0.0,0.0
6787,2.5119226,0.26200154,6788,-297.0,2,27.939999999999998,13.969999999999999,0.0,0.0
6788,52.44664,0.61384696,6789,-11.0,6,556.52,92.75333333333333,42.47,1.0
6789,0.801216,0.20044775,6790,-430.0,1,23.97,23.97,0.0,0.0
6790,0.76148176,0.20044775,6791,-430.0,1,14.37,14.37,0.0,0.0
6791,1.4619734,0.20044775,6792,-430.0,1,57.05,57.05,0.0,0.0
6792,1.4619734,0.20044775,6793,-430.0,1,66.38,66.38,0.0,0.0
6793,0.76148176,0.20044775,6794,-430.0,1,14.96,14.96,0.0,0.0
6794,3.2052333,0.26667112,6795,-295.0,3,73.14,24.38,0.0,0.0
6795,6.1917176,0.40124717,6796,-41.0,3,63.77,21.256666666666668,70.45,1.0
6796,0.76148176,0.20044775,6797,-429.0,1,15.36,15.36,0.0,0.0
6797,1.4619734,0.20044775,6798,-429.0,1,101.14,101.14,0.0,0.0
6798,25.352732,0.52619606,6799,-6.0,8,375.89,46.98625,58.97,1.0
6799,1.9156535,0.22053032,6800,-421.0,3,179.87,59.95666666666667,0.0,0.0
6800,0.76148176,0.20044775,6801,-429.0,1,10.77,10.77,0.0,0.0
6801,0.76148176,0.20044775,6802,-429.0,1,13.97,13.97,0.0,0.0
6802,1.7241197,0.21003091,6803,-424.0,2,64.97,32.485,0.0,0.0
6803,55.34064,0.685178,6804,-11.0,11,524.4499999999999,47.67727272727272,41.97,1.0
6804,0.93756133,0.21494071,6805,-415.0,2,44.97,22.485,0.0,0.0
6805,5.1793613,0.38779178,6806,-71.0,4,66.78,16.695,42.48,1.0
6806,0.76148176,0.20044775,6807,-429.0,1,11.77,11.77,0.0,0.0
6807,2.1081035,0.22323294,6808,-408.0,2,76.8,38.4,0.0,0.0
6808,11.319926,0.4210038,6809,-30.0,4,143.35,35.8375,0.0,0.0
6809,6.608723,0.30306384,6810,-217.0,2,104.62,52.31,0.0,0.0
6810,1.4619734,0.20044775,6811,-429.0,1,128.49,128.49,0.0,0.0
6811,0.9731351,0.21698706,6812,-388.0,2,47.480000000000004,23.740000000000002,0.0,0.0
6812,13.442883,0.35444796,6813,-118.0,5,296.31,59.262,68.38,1.0
6813,2.1668208,0.22444427,6814,-386.0,3,71.25,23.75,0.0,0.0
6814,0.76148176,0.20044775,6815,-429.0,1,13.97,13.97,0.0,0.0
6815,0.76148176,0.20044775,6816,-429.0,1,18.54,18.54,0.0,0.0
6816,0.801216,0.20044775,6817,-429.0,1,35.34,35.34,0.0,0.0
6817,1.4619734,0.20044775,6818,-429.0,1,61.04,61.04,0.0,0.0
6818,0.76148176,0.20044775,6819,-429.0,1,6.79,6.79,0.0,0.0
6819,0.82514656,0.20449017,6820,-383.0,1,13.97,13.97,0.0,0.0
6820,5.271583,0.29848894,6821,-230.0,5,90.38,18.076,0.0,0.0
6821,0.76148176,0.20044775,6822,-425.0,1,15.77,15.77,0.0,0.0
6822,3.3610263,0.2849971,6823,-253.0,2,57.45,28.725,0.0,0.0
6823,0.76148176,0.20044775,6824,-429.0,1,13.97,13.97,0.0,0.0
6824,1.4619734,0.20044775,6825,-429.0,1,71.82,71.82,0.0,0.0
6825,0.76148176,0.20044775,6826,-429.0,1,14.37,14.37,0.0,0.0
6826,0.8648808,0.20449017,6827,-384.0,1,25.74,25.74,0.0,0.0
6827,2.1081035,0.22444427,6828,-385.0,2,92.56,46.28,0.0,0.0
6828,1.4619734,0.20044775,6829,-429.0,1,103.53,103.53,0.0,0.0
6829,63.634262,0.65592176,6830,-33.0,17,631.08,37.12235294117647,55.45,1.0
6830,0.801216,0.20044775,6831,-429.0,1,19.99,19.99,0.0,0.0
6831,0.801216,0.20044775,6832,-429.0,1,29.9,29.9,0.0,0.0
6832,70.937515,0.6002186,6833,-20.0,8,708.1800000000001,88.52250000000001,105.82,1.0
6833,1.4619734,0.20044775,6834,-429.0,1,123.31,123.31,0.0,0.0
6834,0.801216,0.20044775,6835,-429.0,1,26.14,26.14,0.0,0.0
6835,0.76148176,0.20044775,6836,-429.0,1,11.77,11.77,0.0,0.0
6836,8.352791,0.3127899,6837,-217.0,10,571.58,57.158,0.0,0.0
6837,9.852795,0.2911152,6838,-64.0,2,176.95,88.475,0.0,0.0
6838,1.4619734,0.20044775,6839,-429.0,1,56.3,56.3,0.0,0.0
6839,7.47028,0.29597205,6840,-203.0,2,126.82,63.41,0.0,0.0
6840,0.76148176,0.20044775,6841,-429.0,1,14.96,14.96,0.0,0.0
6841,2.1668208,0.22444427,6842,-385.0,3,73.4,24.46666666666667,0.0,0.0
6842,0.76148176,0.20044775,6843,-429.0,1,13.97,13.97,0.0,0.0
6843,0.801216,0.20044775,6844,-429.0,1,26.73,26.73,0.0,0.0
6844,2.2134497,0.21848856,6845,-395.0,2,156.47,78.235,0.0,0.0
6845,0.84974086,0.20044775,6846,-429.0,1,37.98,37.98,0.0,0.0
6846,4.591372,0.31587458,6847,-34.0,2,23.35,11.675,0.0,0.0
6847,0.84974086,0.20044775,6848,-421.0,1,47.3,47.3,0.0,0.0
6848,0.801216,0.20044775,6849,-429.0,1,24.7,24.7,0.0,0.0
6849,0.801216,0.20044775,6850,-429.0,1,27.99,27.99,0.0,0.0
6850,16.204767,0.30209637,6851,-179.0,3,486.84999999999997,162.28333333333333,0.0,0.0
6851,2.0943775,0.22444427,6852,-390.0,2,60.74,30.37,0.0,0.0
6852,1.4322248,0.20044775,6853,-428.0,1,200.76,200.76,0.0,0.0
6853,3.6816792,0.2686053,6854,-78.0,2,47.349999999999994,23.674999999999997,16.99,1.0
6854,0.84974086,0.20044775,6855,-429.0,1,38.77,38.77,0.0,0.0
6855,3.2567253,0.25930983,6856,-278.0,2,36.31,18.155,0.0,0.0
6856,0.84974086,0.20044775,6857,-429.0,1,39.9,39.9,0.0,0.0
6857,0.76148176,0.20044775,6858,-429.0,1,13.97,13.97,0.0,0.0
6858,6.6516547,0.34466618,6859,-195.0,6,233.51000000000002,38.91833333333334,0.0,0.0
6859,0.801216,0.20044775,6860,-429.0,1,22.7,22.7,0.0,0.0
6860,0.801216,0.20044775,6861,-429.0,1,26.14,26.14,0.0,0.0
6861,0.76148176,0.20044775,6862,-429.0,1,12.97,12.97,0.0,0.0
6862,0.76148176,0.20044775,6863,-429.0,1,8.77,8.77,0.0,0.0
6863,0.8890365,0.21494071,6864,-416.0,2,36.55,18.275,0.0,0.0
6864,3.2830076,0.27065277,6865,-177.0,2,57.949999999999996,28.974999999999998,43.48,1.0
6865,62.13327,0.67423034,6866,-9.0,9,628.97,69.88555555555556,67.32000000000001,1.0
6866,0.76148176,0.20044775,6867,-429.0,1,11.77,11.77,0.0,0.0
6867,0.92461026,0.21698706,6868,-386.0,2,32.26,16.13,0.0,0.0
6868,0.76148176,0.20044775,6869,-429.0,1,11.77,11.77,0.0,0.0
6869,8.178331,0.32079795,6870,-286.0,5,269.03999999999996,53.80799999999999,24.98,1.0
6870,17.836084,0.4210038,6871,-2.0,5,255.45000000000002,51.09,57.96,1.0
6871,14.616655,0.38793275,6872,-47.0,3,343.37,114.45666666666666,60.46,1.0
6872,0.76148176,0.20044775,6873,-429.0,1,11.77,11.77,0.0,0.0
6873,3.468337,0.2622855,6874,-174.0,3,48.3,16.099999999999998,0.0,0.0
6874,0.76148176,0.20044775,6875,-429.0,1,7.98,7.98,0.0,0.0
6875,0.76148176,0.20044775,6876,-429.0,1,11.77,11.77,0.0,0.0
6876,14.167364,0.5608111,6877,-61.0,9,176.55,19.616666666666667,12.49,1.0
6877,0.84974086,0.20044775,6878,-429.0,1,43.73,43.73,0.0,0.0
6878,0.82514656,0.20449017,6879,-407.0,1,13.97,13.97,0.0,0.0
6879,0.76148176,0.20044775,6880,-429.0,1,14.37,14.37,0.0,0.0
6880,5.53243,0.3142975,6881,-194.0,2,89.53999999999999,44.769999999999996,0.0,0.0
6881,15.57281,0.6118573,6882,-54.0,10,228.03,22.803,30.98,1.0
6882,6.6516547,0.40029678,6883,-168.0,6,179.8,29.96666666666667,0.0,0.0
6883,27.342077,0.4588213,6884,-110.0,8,517.26,64.6575,0.0,0.0
6884,0.76148176,0.20044775,6885,-429.0,1,14.79,14.79,0.0,0.0
6885,0.76148176,0.20044775,6886,-429.0,1,17.99,17.99,0.0,0.0
6886,1.4619734,0.20044775,6887,-425.0,1,129.33,129.33,0.0,0.0
6887,37.58064,0.6783492,6888,-14.0,12,388.63,32.38583333333333,129.12,1.0
6888,1.4619734,0.20044775,6889,-429.0,1,65.47,65.47,0.0,0.0
6889,2.1668208,0.22444427,6890,-390.0,3,70.47,23.49,15.49,1.0
6890,8.341755,0.35444796,6891,-57.0,4,114.82,28.705,0.0,0.0
6891,0.801216,0.20044775,6892,-429.0,1,24.74,24.74,0.0,0.0
6892,11.319926,0.4210038,6893,-28.0,5,143.75,28.75,37.47,1.0
6893,1.7634465,0.2189336,6894,-417.0,2,74.80000000000001,37.400000000000006,0.0,0.0
6894,14.079303,0.51216066,6895,-72.0,6,172.65,28.775000000000002,42.36,1.0
6895,0.91340566,0.20449017,6896,-401.0,1,44.71,44.71,0.0,0.0
6896,0.76148176,0.20044775,6897,-429.0,1,11.77,11.77,0.0,0.0
6897,5.1793613,0.3710665,6898,-99.0,5,74.66,14.931999999999999,0.0,0.0
6898,1.4619734,0.20044775,6899,-429.0,1,65.85,65.85,0.0,0.0
6899,0.801216,0.20044775,6900,-429.0,1,27.77,27.77,0.0,0.0
6900,11.411204,0.35910845,6901,-141.0,6,262.91999999999996,43.81999999999999,0.0,0.0
6901,3.5965366,0.2792152,6902,-133.0,2,37.25,18.625,0.0,0.0
6902,4.591372,0.46844354,6903,-34.0,2,14.57,7.285,21.48,1.0
6903,0.801216,0.20044775,6904,-429.0,1,24.98,24.98,0.0,0.0
6904,3.2567253,0.27343872,6905,-197.0,2,19.78,9.89,0.0,0.0
6905,0.95241004,0.21698706,6906,-364.0,2,37.489999999999995,18.744999999999997,0.0,0.0
6906,7.5669303,0.32614294,6907,-158.0,4,106.5,26.625,0.0,0.0
6907,0.76148176,0.20044775,6908,-429.0,1,16.36,16.36,0.0,0.0
6908,0.801216,0.20044775,6909,-429.0,1,34.99,34.99,0.0,0.0
6909,13.358489,0.54072547,6910,-60.0,7,146.24,20.891428571428573,34.21,1.0
6910,0.801216,0.20044775,6911,-429.0,1,24.14,24.14,0.0,0.0
6911,0.76148176,0.20044775,6912,-428.0,1,5.78,5.78,0.0,0.0
6912,0.76148176,0.20044775,6913,-427.0,1,12.77,12.77,0.0,0.0
6913,14.524017,0.43888104,6914,-123.0,9,279.97,31.10777777777778,0.0,0.0
6914,0.801216,0.20044775,6915,-429.0,1,20.99,20.99,0.0,0.0
6915,3.8002722,0.26977253,6916,-182.0,2,71.96,35.98,0.0,0.0
6916,6.0425878,0.3257652,6917,-249.0,3,108.94999999999999,36.31666666666666,0.0,0.0
6917,6.1917176,0.48973373,6918,-43.0,5,74.8,14.959999999999999,44.47,1.0
6918,4.591372,0.31587458,6919,-40.0,2,45.480000000000004,22.740000000000002,32.98,1.0
6919,0.76148176,0.20044775,6920,-429.0,1,0.0,0.0,0.0,0.0
6920,4.8891506,0.28039083,6921,-147.0,3,60.07,20.023333333333333,0.0,0.0
6921,0.76148176,0.20044775,6922,-429.0,1,13.97,13.97,0.0,0.0
6922,0.76148176,0.20044775,6923,-429.0,1,13.97,13.97,0.0,0.0
6923,0.92461026,0.22773817,6924,-406.0,2,17.28,8.64,0.0,0.0
6924,1.7241197,0.21003091,6925,-428.0,2,104.14999999999999,52.074999999999996,0.0,0.0
6925,7.4667864,0.3303076,6926,-99.0,3,83.51,27.83666666666667,0.0,0.0
6926,1.7241197,0.21003091,6927,-429.0,2,75.27,37.635,0.0,0.0
6927,4.06362,0.2824407,6928,-261.0,4,73.2,18.3,0.0,0.0
6928,1.7805587,0.21003091,6929,-428.0,3,319.89,106.63,0.0,0.0
6929,0.84974086,0.20044775,6930,-429.0,1,42.5,42.5,0.0,0.0
6930,6.1917176,0.40152174,6931,-11.0,3,73.18,24.393333333333334,0.0,0.0
6931,1.4619734,0.20044775,6932,-429.0,1,135.8,135.8,0.0,0.0
6932,5.1793613,0.4565365,6933,-56.0,3,68.28,22.76,0.0,0.0
6933,8.176012,0.3440985,6934,-127.0,3,117.93,39.31,0.0,0.0
6934,1.4619734,0.20044775,6935,-411.0,1,102.34,102.34,0.0,0.0
6935,1.4619734,0.20044775,6936,-429.0,1,106.19,106.19,0.0,0.0
6936,0.89823455,0.21003091,6937,-426.0,2,43.13,21.565,0.0,0.0
6937,4.8084826,0.3137047,6938,-135.0,3,45.94,15.313333333333333,0.0,0.0
6938,0.76148176,0.20044775,6939,-429.0,1,14.9,14.9,0.0,0.0
6939,3.3610263,0.2849971,6940,-245.0,2,55.51,27.755,32.98,1.0
6940,4.8084826,0.3137047,6941,-147.0,3,50.230000000000004,16.743333333333336,0.0,0.0
6941,4.432606,0.24283819,6942,-330.0,3,205.74,68.58,0.0,0.0
6942,0.76148176,0.20044775,6943,-429.0,1,14.37,14.37,0.0,0.0
6943,7.144305,0.33252084,6944,-243.0,5,142.4,28.48,0.0,0.0
6944,0.801216,0.20044775,6945,-429.0,1,21.54,21.54,0.0,0.0
6945,0.76148176,0.20044775,6946,-429.0,1,14.99,14.99,0.0,0.0
6946,17.836084,0.4210038,6947,-30.0,3,256.51,85.50333333333333,0.0,0.0
6947,3.5463557,0.27243996,6948,-250.0,3,50.8,16.933333333333334,0.0,0.0
6948,0.76148176,0.20044775,6949,-429.0,1,18.99,18.99,0.0,0.0
6949,1.4322248,0.20044775,6950,-429.0,1,432.76,432.76,0.0,0.0
6950,16.071667,0.5523899,6951,-104.0,9,343.76,38.19555555555556,84.14,1.0
6951,0.8497097,0.21868135,6952,-422.0,2,35.8,17.9,0.0,0.0
6952,0.76148176,0.20044775,6953,-429.0,1,17.9,17.9,12.99,1.0
6953,0.801216,0.20044775,6954,-429.0,1,32.98,32.98,0.0,0.0
6954,0.76148176,0.20044775,6955,-429.0,1,9.77,9.77,0.0,0.0
6955,1.4619734,0.20044775,6956,-429.0,1,82.23,82.23,0.0,0.0
6956,0.76148176,0.20044775,6957,-429.0,1,16.99,16.99,0.0,0.0
6957,8.761834,0.407505,6958,-22.0,4,105.44,26.36,0.0,0.0
6958,1.4619734,0.20044775,6959,-429.0,1,60.87,60.87,0.0,0.0
6959,0.76148176,0.20044775,6960,-429.0,1,15.76,15.76,0.0,0.0
6960,8.803419,0.2911152,6961,-111.0,2,143.25,71.625,0.0,0.0
6961,0.76148176,0.20044775,6962,-429.0,1,11.77,11.77,0.0,0.0
6962,0.801216,0.20044775,6963,-429.0,1,27.37,27.37,0.0,0.0
6963,0.801216,0.20044775,6964,-429.0,1,25.78,25.78,0.0,0.0
6964,7.8804774,0.407505,6965,-34.0,4,98.44,24.61,45.17,1.0
6965,0.76148176,0.20044775,6966,-429.0,1,12.97,12.97,0.0,0.0
6966,0.801216,0.20044775,6967,-429.0,1,28.74,28.74,0.0,0.0
6967,12.523569,0.52298427,6968,-47.0,8,122.09,15.26125,13.98,1.0
6968,0.76148176,0.20044775,6969,-429.0,1,14.37,14.37,0.0,0.0
6969,1.4619734,0.20044775,6970,-429.0,1,66.38,66.38,0.0,0.0
6970,0.8497097,0.21868135,6971,-422.0,2,30.72,15.36,0.0,0.0
6971,15.548385,0.25620386,6972,-23.0,2,191.94,95.97,0.0,0.0
6972,0.76148176,0.20044775,6973,-429.0,1,12.49,12.49,0.0,0.0
6973,3.6816792,0.26644987,6974,-77.0,2,24.75,12.375,0.0,0.0
6974,0.801216,0.20044775,6975,-429.0,1,25.74,25.74,0.0,0.0
6975,1.4619734,0.20044775,6976,-429.0,1,117.93,117.93,0.0,0.0
6976,0.801216,0.20044775,6977,-429.0,1,26.14,26.14,0.0,0.0
6977,3.654214,0.2792152,6978,-159.0,2,58.339999999999996,29.169999999999998,0.0,0.0
6978,2.2478254,0.2196814,6979,-377.0,3,271.23,90.41000000000001,0.0,0.0
6979,12.162274,0.51148516,6980,-11.0,6,135.84,22.64,0.0,0.0
6980,3.5463557,0.27243996,6981,-261.0,3,50.31,16.77,0.0,0.0
6981,10.279346,0.35078347,6982,-161.0,5,201.17,40.233999999999995,14.99,1.0
6982,0.76148176,0.20044775,6983,-429.0,1,14.37,14.37,0.0,0.0
6983,1.4619734,0.20044775,6984,-429.0,1,58.86,58.86,0.0,0.0
6984,0.8497097,0.21236634,6985,-429.0,2,17.56,8.78,0.0,0.0
6985,2.325163,0.26253,6986,-347.0,5,67.99000000000001,13.598000000000003,0.0,0.0
6986,0.76148176,0.20044775,6987,-429.0,1,9.9,9.9,0.0,0.0
6987,1.7241197,0.22115944,6988,-422.0,2,88.74,44.37,0.0,0.0
6988,3.5965366,0.2792152,6989,-149.0,2,52.739999999999995,26.369999999999997,0.0,0.0
6989,0.84974086,0.20044775,6990,-429.0,1,41.1,41.1,0.0,0.0
6990,25.765753,0.58582133,6991,-22.0,9,274.27,30.474444444444444,0.0,0.0
6991,12.235674,0.4210038,6992,-17.0,3,147.0,49.0,0.0,0.0
6992,6.4153357,0.3229817,6993,-211.0,6,158.71,26.451666666666668,0.0,0.0
6993,0.76148176,0.20044775,6994,-429.0,1,15.99,15.99,0.0,0.0
6994,0.801216,0.20044775,6995,-429.0,1,24.99,24.99,0.0,0.0
6995,25.889017,0.648906,6996,-17.0,10,267.3,26.73,82.75,1.0
6996,3.549913,0.27700686,6997,-155.0,2,25.96,12.98,0.0,0.0
6997,2.2478254,0.2196814,6998,-377.0,3,266.21,88.73666666666666,0.0,0.0
6998,0.9731351,0.21698706,6999,-388.0,2,43.29,21.645,0.0,0.0
6999,0.801216,0.20044775,7000,-428.0,1,26.13,26.13,0.0,0.0
7000,11.3106,0.27167222,7001,-6.0,2,138.5,69.25,0.0,0.0
7001,0.76148176,0.20044775,7002,-429.0,1,15.9,15.9,0.0,0.0
7002,1.7634465,0.21830902,7003,-413.0,2,127.07,63.535,0.0,0.0
7003,0.76148176,0.20044775,7004,-418.0,1,13.97,13.97,0.0,0.0
7004,0.76148176,0.20044775,7005,-429.0,1,0.0,0.0,0.0,0.0
7005,0.76148176,0.20044775,7006,-429.0,1,8.77,8.77,0.0,0.0
7006,0.76148176,0.20044775,7007,-429.0,1,15.36,15.36,0.0,0.0
7007,1.4619734,0.20044775,7008,-429.0,1,56.32,56.32,0.0,0.0
7008,0.84974086,0.20044775,7009,-429.0,1,50.9,50.9,0.0,0.0
7009,11.435623,0.5294217,7010,-57.0,6,98.11999999999999,16.35333333333333,0.0,0.0
7010,11.1638565,0.52298427,7011,-21.0,7,99.59,14.227142857142857,0.0,0.0
7011,2.1081035,0.22444427,7012,-387.0,2,96.94,48.47,0.0,0.0
7012,1.7241197,0.21003091,7013,-425.0,2,116.7,58.35,0.0,0.0
7013,0.76148176,0.20044775,7014,-429.0,1,11.77,11.77,0.0,0.0
7014,0.801216,0.20044775,7015,-429.0,1,23.99,23.99,0.0,0.0
7015,0.76148176,0.20044775,7016,-429.0,1,13.97,13.97,0.0,0.0
7016,0.801216,0.20044775,7017,-429.0,1,37.03,37.03,0.0,0.0
7017,0.801216,0.20044775,7018,-429.0,1,31.97,31.97,0.0,0.0
7018,5.7942266,0.3208236,7019,-280.0,3,92.64,30.88,0.0,0.0
7019,0.801216,0.20044775,7020,-429.0,1,20.99,20.99,0.0,0.0
7020,1.8801907,0.22037922,7021,-379.0,2,55.2,27.6,0.0,0.0
7021,0.84974086,0.20044775,7022,-429.0,1,47.77,47.77,0.0,0.0
7022,0.801216,0.20044775,7023,-429.0,1,23.34,23.34,0.0,0.0
7023,2.1805468,0.22444427,7024,-371.0,3,118.99,39.663333333333334,0.0,0.0
7024,0.801216,0.20044775,7025,-417.0,1,23.54,23.54,0.0,0.0
7025,0.76148176,0.20044775,7026,-429.0,1,6.79,6.79,0.0,0.0
7026,0.76148176,0.20044775,7027,-429.0,1,12.97,12.97,0.0,0.0
7027,8.82268,0.2872374,7028,-158.0,2,103.69999999999999,51.849999999999994,0.0,0.0
7028,81.5309,0.65149695,7029,-37.0,11,821.24,74.65818181818182,223.74,1.0
7029,4.0708838,0.23902102,7030,-323.0,4,149.51,37.3775,0.0,0.0
7030,1.4619734,0.20044775,7031,-429.0,1,66.74,66.74,0.0,0.0
7031,0.9731351,0.2158048,7032,-399.0,2,41.69,20.845,0.0,0.0
7032,11.652713,0.27167222,7033,-23.0,2,159.81,79.905,0.0,0.0
7033,1.7634465,0.2189336,7034,-412.0,2,99.17,49.585,0.0,0.0
7034,6.1917176,0.43836406,7035,-8.0,4,71.25,17.8125,25.98,1.0
7035,0.8497097,0.21236634,7036,-427.0,2,11.76,5.88,0.0,0.0
7036,3.2830076,0.27629575,7037,-193.0,2,44.31,22.155,0.0,0.0
7037,8.228644,0.32706475,7038,-169.0,4,226.43,56.6075,0.0,0.0
7038,0.92461026,0.22686622,7039,-390.0,2,20.94,10.47,0.0,0.0
7039,0.801216,0.20044775,7040,-429.0,1,24.74,24.74,0.0,0.0
7040,0.76148176,0.20044775,7041,-429.0,1,17.7,17.7,0.0,0.0
7041,0.76148176,0.20044775,7042,-429.0,1,14.37,14.37,0.0,0.0
7042,0.801216,0.20044775,7043,-429.0,1,31.48,31.48,0.0,0.0
7043,0.76148176,0.20044775,7044,-429.0,1,6.79,6.79,0.0,0.0
7044,0.801216,0.20044775,7045,-429.0,1,25.74,25.74,0.0,0.0
7045,0.801216,0.20044775,7046,-429.0,1,29.73,29.73,0.0,0.0
7046,0.76148176,0.20044775,7047,-429.0,1,16.36,16.36,0.0,0.0
7047,0.84974086,0.20044775,7048,-429.0,1,39.99,39.99,0.0,0.0
7048,0.76148176,0.20044775,7049,-429.0,1,12.97,12.97,0.0,0.0
7049,0.801216,0.20044775,7050,-429.0,1,23.98,23.98,0.0,0.0
7050,1.448303,0.20044775,7051,-429.0,1,52.86,52.86,0.0,0.0
7051,12.773195,0.35444796,7052,-121.0,5,286.52,57.303999999999995,0.0,0.0
7052,4.0850434,0.27552938,7053,-301.0,2,91.81,45.905,0.0,0.0
7053,4.8084826,0.3137047,7054,-119.0,3,39.239999999999995,13.079999999999998,0.0,0.0
7054,0.801216,0.20044775,7055,-428.0,1,30.13,30.13,0.0,0.0
7055,0.84974086,0.20044775,7056,-429.0,1,43.89,43.89,0.0,0.0
7056,3.2788591,0.24956688,7057,-345.0,3,86.99,28.996666666666666,13.88,1.0
7057,0.76148176,0.20044775,7058,-429.0,1,13.97,13.97,0.0,0.0
7058,4.13566,0.304095,7059,-286.0,3,74.42,24.80666666666667,19.98,1.0
7059,0.801216,0.20044775,7060,-429.0,1,36.99,36.99,0.0,0.0
7060,5.0942183,0.36622563,7061,-131.0,3,67.17,22.39,31.98,1.0
7061,0.801216,0.20044775,7062,-421.0,1,27.94,27.94,0.0,0.0
7062,12.6630125,0.4210038,7063,-17.0,3,156.31,52.10333333333333,0.0,0.0
7063,3.5463557,0.27243996,7064,-265.0,3,49.97,16.656666666666666,0.0,0.0
7064,0.801216,0.20044775,7065,-429.0,1,35.31,35.31,0.0,0.0
7065,55.34064,0.54806113,7066,0.0,7,549.23,78.46142857142857,92.96,1.0
7066,8.761834,0.407505,7067,-30.0,4,106.42,26.605,38.86,1.0
7067,0.801216,0.20044775,7068,-429.0,1,27.94,27.94,0.0,0.0
7068,3.2567253,0.27389157,7069,-282.0,2,35.599999999999994,17.799999999999997,0.0,0.0
7069,2.1993222,0.23947372,7070,-351.0,3,78.49000000000001,26.163333333333338,0.0,0.0
7070,0.801216,0.20044775,7071,-429.0,1,23.54,23.54,0.0,0.0
7071,5.9889994,0.34358355,7072,-10.0,4,38.63,9.6575,0.0,0.0
7072,2.871013,0.24232993,7073,-326.0,2,68.63,34.315,0.0,0.0
7073,0.76148176,0.20044775,7074,-429.0,1,15.36,15.36,0.0,0.0
7074,0.801216,0.20044775,7075,-429.0,1,31.96,31.96,0.0,0.0
7075,3.8822713,0.29205486,7076,-131.0,2,72.77,36.385,0.0,0.0
7076,0.76148176,0.20044775,7077,-429.0,1,14.37,14.37,0.0,0.0
7077,0.76148176,0.20044775,7078,-429.0,1,17.99,17.99,0.0,0.0
7078,1.7497205,0.2189336,7079,-416.0,2,59.71,29.855,0.0,0.0
7079,7.7933717,0.407505,7080,-20.0,3,85.08,28.36,0.0,0.0
7080,0.801216,0.20044775,7081,-429.0,1,26.78,26.78,0.0,0.0
7081,6.719534,0.29597205,7082,-205.0,2,116.81,58.405,0.0,0.0
7082,3.5463557,0.27243996,7083,-266.0,3,50.269999999999996,16.756666666666664,0.0,0.0
7083,0.76148176,0.20044775,7084,-429.0,1,14.37,14.37,0.0,0.0
7084,1.0455781,0.21698706,7085,-378.0,3,46.68,15.56,0.0,0.0
7085,15.401982,0.47230154,7086,-102.0,8,272.63,34.07875,0.0,0.0
7086,2.1522746,0.23381756,7087,-328.0,2,21.740000000000002,10.870000000000001,0.0,0.0
7087,0.76148176,0.20044775,7088,-429.0,1,9.97,9.97,0.0,0.0
7088,0.76148176,0.20044775,7089,-429.0,1,11.77,11.77,0.0,0.0
7089,5.3830867,0.304095,7090,-289.0,3,81.43,27.143333333333334,0.0,0.0
7090,1.6522974,0.23877731,7091,-346.0,2,46.68,23.34,0.0,0.0
7091,1.4619734,0.20044775,7092,-429.0,1,75.44,75.44,0.0,0.0
7092,0.76148176,0.20044775,7093,-429.0,1,11.77,11.77,5.49,1.0
7093,0.76148176,0.20044775,7094,-429.0,1,14.37,14.37,0.0,0.0
